	response
R07	"```json
{
  ""comment"": ""Patients presenting with chest or throat pain (R07) frequently have underlying cardiovascular, respiratory, or gastrointestinal disorders that can manifest as chest discomfort. Thus, acute coronary syndromes (I20–I21), chronic ischemic heart disease (I25), heart failure (I50), and hypertension (I10) are more likely. Respiratory conditions such as asthma (J45), COPD (J44), pneumonia (J18), and upper airway infections (J20) also increase the probability of chest pain. Gastroesophageal reflux disease (K21) and peptic ulcer disease (K25) are common non‑cardiac causes. Anxiety disorders (F41.9) can present with chest pain and are therefore more common. Conditions that are not typically associated with chest pain, such as primary sleep disorders (G47) or isolated dermatologic conditions (L00–L99), are less likely."",
  ""answer"": {
    ""B"": [""I20"", ""I21"", ""I25"", ""I50"", ""I10"", ""J45"", ""J44"", ""J18"", ""J20"", ""K21"", ""K25"", ""F41.9""],
    ""C"": [""G47"", ""L00"", ""L01"", ""L02""]
  }
}
```"
R20	"{
  ""comment"": ""Disturbances of skin sensation (R20) are frequently seen in conditions that affect peripheral nerves or the nervous system. Diabetes mellitus (E11) and other metabolic disorders cause peripheral neuropathy, making E11 a strong comorbidity. Polyneuropathy (G63) and peripheral vascular disease (I73) are also common contributors. Multiple sclerosis (G35) can present with sensory disturbances. Conversely, skin cancers (C44) are not typically associated with sensory disturbances and are therefore less likely to co‑occur."",
  ""answer"": {
    ""B"": [""E11"", ""G63"", ""I73"", ""G35""],
    ""C"": [""C44""]
  }
}"
I10	"{
  ""comment"": ""Essential hypertension is strongly associated with cardiovascular and metabolic disorders due to shared risk factors such as obesity, dyslipidemia, and insulin resistance. Consequently, conditions like coronary artery disease, heart failure, cerebrovascular disease, peripheral vascular disease, dyslipidemia, and type 2 diabetes are markedly more common. Conversely, diseases that are not linked to hypertension’s pathophysiology—such as asthma, gastro‑esophageal reflux disease, and chronic kidney disease—do not show a clear excess prevalence in hypertensive patients and are therefore listed as less likely."",
  ""answer"": {
    ""B"": [""I20"",""I21"",""I25"",""I50"",""I70"",""I63"",""I65"",""I68"",""I73"",""I83"",""E78"",""E11""],
    ""C"": [""J45"",""K21"",""N18""]
  }
}"
E66	"```json
{
  ""comment"": ""Obesity is strongly associated with metabolic and cardiovascular disorders. Patients with obesity have a markedly higher prevalence of hypertension (I10), type 2 diabetes (E11), atherosclerotic heart disease (I25), and dyslipidemia (E78). Conversely, infectious diseases such as cholera (A00) or HIV (B20) are not linked to obesity and are therefore less likely to co‑occur than in the general population."",
  ""answer"": {
    ""B"": [""I10"", ""E11"", ""I25"", ""E78""],
    ""C"": [""A00"", ""B20""]
  }
}
```"
E11	"{
  ""comment"": ""No clear ICD‑10 categories outside of the diabetes group itself show a markedly higher or lower prevalence in patients with type 2 diabetes compared with the general population, given the broad range of comorbidities and the lack of a single dominant associated code."",
  ""answer"": {
    ""B"": [],
    ""C"": []
  }
}"
I47	"{
  ""comment"": ""Paroxysmal tachycardia (I47) is strongly associated with cardiac conditions and metabolic disturbances. Patients with I47 frequently have underlying ischemic heart disease, heart failure, hypertension, hyperthyroidism, and electrolyte abnormalities that can precipitate arrhythmias. These conditions are therefore more likely than in a random patient. Conversely, diagnoses that are unrelated to cardiac electrophysiology or metabolic status—such as primary lung cancer (C34), chronic asthma (J45), or epilepsy (G40)—are less likely to co‑occur simply because they share no common pathophysiology or risk factors."",
  ""answer"": {
    ""B"": [""I25"", ""I50"", ""I10"", ""E05"", ""E87"", ""I48""],
    ""C"": [""C34"", ""J45"", ""G40""]
  }
}"
Z20	"{
  ""comment"": ""Patients with documented contact or exposure to communicable diseases (Z20) are more likely to have related exposure codes such as Z21 (uncomplicated contact with and exposure to other communicable diseases), Z22 (contact with and exposure to other infectious agents), and Z23 (contact with and exposure to other infectious agents for vaccination). These codes are directly linked to the exposure context. Conversely, codes that reflect unrelated family or personal history of disease, such as Z80 (family history of malignant neoplasm) and Z90 (personal history of disease), are less likely to appear in this patient’s record because they are not connected to the exposure scenario."",
  ""answer"": {
    ""B"": [""Z21"", ""Z22"", ""Z23""],
    ""C"": [""Z80"", ""Z90""]
  }
}"
I49	"```json
{
  ""comment"": ""Patients with other cardiac arrhythmias (I49) frequently have underlying structural heart disease, ischemic heart disease, or heart failure, making I20–I25 and I50 more common. Arrhythmias are also associated with electrolyte disturbances and medication side‑effects, so I47 (supraventricular tachycardia) and I48 (atrial fibrillation) are common comorbidities. Conditions unrelated to cardiac disease, such as G40 (epilepsy) or C50 (breast cancer), are less likely to coexist simply because they share no common pathophysiology or risk factors."",
  ""answer"": {
    ""B"": [""I20"", ""I21"", ""I25"", ""I47"", ""I48"", ""I50""],
    ""C"": [""G40"", ""C50""]
  }
}
```"
I50	"```json
{
  ""comment"": ""Heart failure (I50) is strongly linked to chronic conditions such as hypertension (I10), ischemic heart disease (I25), arrhythmias (I47), chronic kidney disease (N18), and diabetes mellitus (E11). These comorbidities are more prevalent in heart‑failure patients than in the general population. Conversely, acute infectious diseases like tuberculosis (A15) and pregnancy‑related codes (O80) are less common in this cohort, as heart‑failure patients are typically older adults with chronic disease rather than young pregnant women or those with active TB."",
  ""answer"": {
    ""B"": [""I10"", ""I25"", ""I47"", ""N18"", ""E11""],
    ""C"": [""A15"", ""O80""]
  }
}
```"
J18	"```json
{
  ""comment"": ""Pneumonia (J18) is strongly associated with respiratory and systemic conditions that predispose to or result from infection.  Chronic obstructive pulmonary disease (J44) and asthma (J45) are common comorbidities that increase susceptibility to pneumonia.  Heart failure (I50) and chronic kidney disease (N18) often coexist because of shared cardiovascular risk factors and can complicate pulmonary infections.  Sepsis (A41) is a frequent complication of pneumonia, especially in hospitalized patients.  Conversely, conditions that are unrelated to pulmonary infection or that are protective (e.g., certain dermatologic disorders) are less likely to co‑occur.  Therefore, categories linked by shared risk factors, diagnostic work‑up, or treatment pathways are marked as more likely (B), while unrelated categories are marked as less likely (C)."",
  ""answer"": {
    ""B"": [""J44"", ""J45"", ""I50"", ""N18"", ""A41""],
    ""C"": [""L00"", ""K70"", ""G40""]
  }
}
```"
G25	"{
  ""comment"": ""Patients with extrapyramidal and movement disorders (G25) often have neurodegenerative comorbidities such as Alzheimer’s disease (G30) and other dementias (G31), and psychiatric conditions like major depressive episodes (F32). They also frequently have Parkinson disease (G20) as a related movement disorder. These conditions are therefore more likely than in a random patient. Conversely, common malignancies such as breast cancer (C50) are not clinically linked to movement disorders and are therefore less likely to appear in this patient population."",
  ""answer"": {
    ""B"": [""G30"", ""G31"", ""F32"", ""G20""],
    ""C"": [""C50""]
  }
}"
I87	"{
  ""comment"": ""Patients with other disorders of veins (I87) often have related venous conditions such as varicose veins (I83), other venous thrombosis (I84, I85) and miscellaneous venous disorders (I86) because they share risk factors (obesity, immobility, hypercoagulability) and diagnostic work‑up. Conversely, acute arterial events such as myocardial infarction (I21), chronic ischemic heart disease (I25) and heart failure (I50) are not directly linked to venous disease and are therefore less likely to co‑occur than in a random patient."",
  ""answer"": {
    ""B"": [""I83"",""I84"",""I85"",""I86""],
    ""C"": [""I21"",""I25"",""I50""]
  }
}"
F34	"```json
{
  ""comment"": ""Patients with persistent mood disorders (F34) often have comorbid affective and anxiety disorders, and may also be diagnosed with substance‑use disorders due to self‑medication. They are less likely to have purely somatic or infectious conditions that are unrelated to mood. The categories listed below reflect the strongest deviations from a random patient."",
  ""answer"": {
    ""B"": [""F32"", ""F33"", ""F41"", ""F43"", ""F10""],
    ""C"": [""A00"", ""B20"", ""C50"", ""G40"", ""I10""]
  }
}
```"
M15	"{
  ""comment"": ""Polyarthrosis (M15) is strongly associated with metabolic and musculoskeletal conditions such as obesity (E66), type 2 diabetes (E11), hypertension (I10), hyperlipidemia (E78), and osteoporosis (M80). It also correlates with cardiovascular disease (I25) due to shared risk factors and inflammatory pathways. Conversely, acute infectious diseases (A00), malignant neoplasms (C00), and acute psychiatric disorders (F20) are less likely to co‑occur in a patient whose primary diagnosis is chronic osteoarthritis."",
  ""answer"": {
    ""B"": [""E66"", ""E11"", ""I10"", ""E78"", ""M80"", ""I25""],
    ""C"": [""A00"", ""C00"", ""F20""]
  }
}"
M41	"```json
{
  ""comment"": ""Scoliosis (M41) is a musculoskeletal deformity that often co‑occurs with other spinal and back disorders. Patients with scoliosis frequently have degenerative changes (M47), chronic low back pain (M54), and joint pain (M25). Conversely, conditions that are unrelated to the musculoskeletal system, such as malignant neoplasms of the lung (C34) or infectious diseases of the respiratory tract (J18), are less likely to be seen in this population simply because they are not linked by shared risk factors or pathophysiology."",
  ""answer"": {
    ""B"": [""M47"", ""M54"", ""M25""],
    ""C"": [""C34"", ""J18""]
  }
}
```"
J69	"{
  ""comment"": ""Patients with pneumonitis due to solids and liquids (aspiration) often have risk factors such as chronic lung disease, gastro‑oesophageal reflux, alcohol use, and poor oral hygiene. These conditions increase the likelihood of aspiration and subsequent pneumonia. Conversely, conditions unrelated to aspiration risk (e.g., type 1 diabetes, essential hypertension, or neurodegenerative disorders) are not specifically associated with this ICD‑10 category and therefore are less likely to co‑occur than in a random patient."",
  ""answer"": {
    ""B"": [""J18"", ""J44"", ""K21"", ""K02"", ""F10""],
    ""C"": [""E10"", ""I10"", ""G30""]
  }
}"
J96	"```json
{
  ""comment"": ""Respiratory failure often reflects severe pulmonary or cardiopulmonary disease.  It is strongly associated with chronic lung conditions (e.g., COPD, chronic bronchitis), acute infections (pneumonia, sepsis), and cardiac failure.  These conditions are therefore more likely (B).  Conversely, isolated dermatologic or endocrine disorders that are not linked to respiratory compromise are less likely (C)."",
  ""answer"": {
    ""B"": [""J44"", ""J18"", ""I50"", ""I26"", ""A41"", ""J80""],
    ""C"": [""E10"", ""L20"", ""N18""]
  }
}
```"
N17	"{
  ""comment"": ""Acute renal failure (N17) is strongly associated with conditions that precipitate or worsen kidney injury, such as hypertension (I10), type 2 diabetes mellitus (E11), and sepsis/pneumonia (J18). These are therefore more likely to co‑occur. Conditions that are not directly related to renal function or that are protective (e.g., certain cancers) are less likely, but without strong evidence we omit them."",
  ""answer"": {
    ""B"": [""I10"", ""E11"", ""J18""],
    ""C"": []
  }
}"
